Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,UnmetDemand,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,2,necessity,0.0,1333.0,6.680183079606907,0.0,0.8582926317198489,71.0,0.0,,,13330.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,3,necessity,0.0,1574.0,9.228722352509187,0.0,0.8114767718599943,93.0,0.0,,,15740.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,4,necessity,0.0,1250.3000000000002,10.429709515569812,0.0,0.7436106582045703,77.0,0.0,,,12503.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,5,necessity,0.0,1582.2,6.257978339718093,0.0,0.850647167268772,55.0,0.0,,,15822.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,6,necessity,0.0,1473.0,6.924463772227641,0.0,0.746053395586585,102.0,0.0,,,14730.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,7,necessity,0.0,1211.0,9.42373015651899,0.0,0.788441500515129,67.0,0.0,,,12110.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,8,necessity,0.0,1495.3000000000002,6.095073143808451,0.0,0.7120188024537516,30.0,0.0,,,14953.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,9,necessity,0.0,1663.7,6.089231083559882,0.0,0.9126938495657263,109.0,0.0,,,16637.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,10,necessity,0.0,1622.8000000000002,8.504044402497478,0.0,0.7510101591481365,80.0,0.0,,,16228.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,11,necessity,0.0,1353.7,5.596932911837703,0.0,0.7377724259895501,62.0,0.0,,,13537.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,12,necessity,0.0,1767.3000000000002,8.707095949723048,0.0,0.9613311840648486,93.0,0.0,,,17673.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,13,necessity,0.0,1785.7,9.687541965653873,0.0,0.8807855733078429,108.0,0.0,,,17857.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,14,necessity,0.0,1766.8000000000002,10.126109675391122,0.0,0.9121828360963573,110.0,0.0,,,17668.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
