,Reserves,Yearly Public Spending,Unemployment Rate,GDP,Tax Revenue,Inflation Rate,Interest Rate
0,170000000000.0,125367000000.0,8.4,118000000000000.0,32828976453,39.05,42.5
1,146865494113.25,94025250000.0,100.0,125367000000.0,32828976453,39.05,42.5
2,131566425726.5,70518937500.0,98.78419452887537,95587901866.29105,32828976453,39.05,42.5
3,122143935464.75,52889203125.0,97.56838905775076,72166988373.04086,32828976453,39.05,42.5
4,117128878796.75,39666902343.75,96.89969604863222,54563915761.15405,32828976453,39.05,42.5
5,115419397324.0625,29750176757.8125,96.65653495440729,41295382285.64035,32828976453,39.05,42.5
6,116189097247.85938,22312632568.359375,96.80851063829788,31367906861.923958,32828976453,39.05,42.5
7,118818183219.01953,16734474426.269531,96.80851063829788,23942379115.893814,32828976453,39.05,42.5
8,122841808725.70215,12550855819.702148,97.14285714285714,18340895933.81495,32828976453,39.05,42.5
9,127911338884.02661,9413141864.776611,97.03647416413374,14150512579.638271,32828976453,39.05,42.5
10,133765297531.08246,7059856398.5824585,97.18844984802432,11011770279.123367,32828976453,39.05,42.5
11,140207577544.68683,5294892298.936844,96.89969604863222,8681792178.211735,32828976453,39.05,42.5
12,147091098583.2026,3971169224.202633,96.89969604863222,6935534239.5989485,32828976453,39.05,42.5
13,154305550390.40195,2978376918.1519747,96.61094224924011,5617026402.53158,32828976453,39.05,42.5
14,161768200274.11395,3722971147.689968,96.50455927051672,4611561317.084803,32828976453,39.05,42.5
15,169044701600.44147,4653713934.61246,96.41337386018238,5358020975.202252,32828976453,39.05,42.5
16,176088517230.03836,5817142418.265575,96.47416413373861,6297131983.75069,32828976453,39.05,42.5
17,182841475738.72195,7271428022.831969,96.35258358662614,7462904031.130627,32828976453,39.05,42.5
18,189230862846.26398,9089285028.53996,96.48936170212767,8895763985.966326,32828976453,39.05,42.5
19,195165785702.379,11361606285.674952,96.38297872340425,10732568399.891764,32828976453,39.05,42.5
20,200532628244.21027,14202007857.093689,96.47416413373861,13013309787.110973,32828976453,39.05,42.5
21,205189370393.18683,17752509821.36711,96.13981762917933,15862718086.044434,32828976453,39.05,42.5
22,208958487051.09506,22190637276.70889,96.01823708206688,19417699820.362568,32828976453,39.05,42.5
23,211618071845.16785,27738296595.886112,95.5775075987842,23859776831.545258,32828976453,39.05,42.5
24,212890741809.44632,34672870744.85764,95.790273556231,29406755586.245655,32828976453,39.05,42.5
25,212429768236.4819,43341088431.07205,95.59270516717325,36347630268.63945,32828976453,39.05,42.5
26,209801740241.9639,54176360538.840065,95.63829787234043,45008879170.19598,32828976453,39.05,42.5
27,204464894220.50388,67720450673.55008,95.44072948328267,55851077146.60207,32828976453,39.05,42.5
28,195742025665.36636,84650563341.93759,95.47112462006079,69402256328.43777,32828976453,39.05,42.5
29,182786628943.13196,105813204177.422,95.2127659574468,86335008474.31815,32828976453,39.05,42.5
30,164540572012.02646,132266505221.7775,95.45592705167174,107500101501.59717,32828976453,39.05,42.5
31,139681189819.8321,99199878916.33313,95.15197568389058,133960742005.04642,32828976453,39.05,42.5
32,123088464203.99881,74399909187.24985,95.34954407294833,100893158558.39,32828976453,39.05,42.5
33,112695731020.43634,55799931890.437386,95.12158054711246,76092879994.46852,32828976453,39.05,42.5
34,106952992161.077,41849948917.82804,95.27355623100304,57501700138.965706,32828976453,39.05,42.5
35,104697749044.86998,31387461688.371033,94.96960486322187,43553555605.936905,32828976453,39.05,42.5
36,105058127736.02722,23540596266.278275,95.33434650455928,33081790982.555885,32828976453,39.05,42.5
37,107380222782.70766,17655447199.708706,95.03039513677811,25236562624.622337,32828976453,39.05,42.5
38,111173605096.03049,13241585399.781528,95.44072948328267,19337754974.06885,32828976453,39.05,42.5
39,116070452859.3351,9931189049.836147,95.30395136778115,14937311286.163359,32828976453,39.05,42.5
40,121794899710.12607,7448391787.3771105,95.42553191489361,11637905582.457691,32828976453,39.05,42.5
41,128140045876.53178,5586293840.532833,95.2887537993921,9137842170.094563,32828976453,39.05,42.5
42,134950716529.64857,4189720380.399625,95.5015197568389,7283823199.913304,32828976453,39.05,42.5
43,142110530547.79868,3142290285.299719,95.2887537993921,5875574427.024296,32828976453,39.05,42.5
44,149532202089.72375,2356717713.974789,95.41033434650456,4844558344.052892,32828976453,39.05,42.5
45,157150266774.48007,1767538285.481092,95.2127659574468,4051592586.1247187,32828976453,39.05,42.5
46,164915626316.3598,2209422856.851365,95.36474164133737,3451241536.383812,32828976453,39.05,42.5
47,172570514715.39697,2761778571.064206,95.27355623100304,3911539695.947444,32828976453,39.05,42.5
48,180087314185.88092,3452223213.8302574,95.2887537993921,4454512762.822012,32828976453,39.05,42.5
49,187431502495.67337,4315279017.287822,95.07598784194529,5153062472.809505,32828976453,39.05,42.5
