,Reserves,Yearly Public Spending,Unemployment Rate,GDP,Tax Revenue,Inflation Rate,Interest Rate
0,170000000000.0,125367000000.0,8.4,0.0,32828976453,39.05,42.5
1,138658250000.0,94025250000.0,100.0,0.0,32828976453,39.05,42.5
2,115158241618.42264,70518937500.0,97.99263967882234,329778114.35963327,32828976453,39.05,42.5
3,97543433088.76942,52889203125.0,95.98527935764469,35077643.25716822,32828976453,39.05,42.5
4,84340013884.81175,39666902343.75,95.18233522917363,79251949.63987477,32828976453,39.05,42.5
5,74443035225.30135,29750176757.8125,94.4463031114085,99444402.33635487,32828976453,39.05,42.5
6,67022882026.07114,22312632568.359375,94.51321512211443,101659190.6296262,32828976453,39.05,42.5
7,61462204514.69817,16734474426.269531,94.37939110070258,88228107.61500707,32828976453,39.05,42.5
8,57296760274.18874,12550855819.702148,94.4463031114085,92065746.14106944,32828976453,39.05,42.5
9,54179123254.50135,9413141864.776611,93.8440950150552,84547809.09343043,32828976453,39.05,42.5
10,51844692686.49607,7059856398.5824585,94.17865506858482,102434979.30269429,32828976453,39.05,42.5
11,50096783295.05653,5294892298.936844,94.24556707929074,84943891.07043551,32828976453,39.05,42.5
12,48788098880.21573,3971169224.202633,94.91468718634995,110745609.37108955,32828976453,39.05,42.5
13,47810311058.04005,2978376918.1519747,94.81431917029107,74054961.53226916,32828976453,39.05,42.5
14,47081427965.38288,2233782688.6139812,94.91468718634995,132155181.20369369,32828976453,39.05,42.5
15,46538514320.88488,1675337016.460486,94.81431917029107,73433882.12592818,32828976453,39.05,42.5
16,46137581978.96611,1256502762.3453646,94.54667112746739,154350880.51800016,32828976453,39.05,42.5
17,45840596300.57713,942377071.7590234,94.64703914352627,99665059.76529717,32828976453,39.05,42.5
18,45621512464.408295,706782803.8192675,94.68049514887923,168193675.28586525,32828976453,39.05,42.5
19,45461741325.86483,530087102.86445063,94.61358313817331,101592866.10378608,32828976453,39.05,42.5
20,45346732681.3551,397565327.14833796,94.58012713282035,119117705.9251879,32828976453,39.05,42.5
21,45265353947.39638,298173995.3612535,94.41284710605554,88977909.16007389,32828976453,39.05,42.5
22,45209298915.49141,223630496.52094012,94.34593509534962,140936676.01403105,32828976453,39.05,42.5
23,45171509501.59758,167722872.3907051,94.21211107393778,98577035.4828574,32828976453,39.05,42.5
24,45149173393.953384,125792154.29302883,94.04483104717298,121841861.27520691,32828976453,39.05,42.5
25,45136905946.21318,94344115.71977162,93.81063900970224,100446536.52069654,32828976453,39.05,42.5
26,45131690430.16978,70758086.78982872,94.07828705252594,129299433.40422688,32828976453,39.05,42.5
27,45131114495.66258,53068565.09237154,94.17865506858482,98297615.02557833,32828976453,39.05,42.5
28,45134610188.542946,39801423.81927866,94.51321512211443,138183086.63390204,32828976453,39.05,42.5
29,45142542854.3985,29851067.864458993,93.87755102040816,79914550.88507737,32828976453,39.05,42.5
30,45154405273.24421,22388300.898344245,93.91100702576112,121301902.67097794,32828976453,39.05,42.5
