Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,2,necessity,0.0,842.7,3.0563205308428025,0.0,0.9091901115951397,72.0,0.0,,,8427.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,3,necessity,0.0,521.0,3.584323366427897,0.0,0.9531348526385311,30.0,0.0,,,5210.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,4,necessity,0.0,402.40000000000003,2.094296401121326,0.0,0.7706827500821433,37.0,0.0,,,4024.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,5,necessity,0.0,684.1,2.4926326309462934,0.0,0.9022502175382472,107.0,0.0,,,6841.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,6,necessity,0.0,809.8000000000001,2.943642470732847,0.0,0.8400203379433868,116.0,0.0,,,8098.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,7,necessity,0.0,821.8000000000001,3.489291862770473,0.0,0.9412642231682113,110.0,0.0,,,8218.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,8,necessity,0.0,567.1,3.414848041996873,0.0,0.9572885487791591,34.0,0.0,,,5671.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,9,necessity,0.0,790.3000000000001,2.5026119547471146,0.0,0.9505101170666963,35.0,0.0,,,7903.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,10,necessity,0.0,885.1,2.2522950188978377,0.0,0.8183987928405277,74.0,0.0,,,8851.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,11,necessity,0.0,804.5,2.2262566635884347,0.0,0.8200485803321961,85.0,0.0,,,8045.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,12,necessity,0.0,500.90000000000003,2.498779199350505,0.0,0.8634571419496138,100.0,0.0,,,5009.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,13,necessity,0.0,688.0,2.6664034493213715,0.0,0.7767530301032778,55.0,0.0,,,6880.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,14,necessity,0.0,480.0,3.039228358196609,0.0,0.8852201486818424,106.0,0.0,,,4800.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,15,necessity,0.0,622.8000000000001,2.8819055732357413,0.0,0.7421681790860565,39.0,0.0,,,6228.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,16,necessity,0.0,721.0,2.0448638314712415,0.0,0.986212010977938,105.0,0.0,,,7210.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,17,necessity,0.0,355.3,1.6454036961067122,0.0,0.7373988413917333,40.0,0.0,,,3553.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,18,necessity,0.0,531.7,2.642736325375464,0.0,0.7529478226326202,22.0,0.0,,,5317.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,19,necessity,0.0,539.1,2.6316411455924795,0.0,0.6975068173504638,38.0,0.0,,,5391.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,20,necessity,0.0,395.90000000000003,2.947313360766108,0.0,0.7393839690310954,19.0,0.0,,,3959.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,21,necessity,0.0,345.20000000000005,2.4328318790598145,0.0,0.6703334186837114,16.0,0.0,,,3452.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,22,necessity,0.0,450.8,3.407339720877671,0.0,0.6723933205659239,47.0,0.0,,,4508.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,23,necessity,0.0,496.8,1.9602964557035214,0.0,0.8276386995423728,44.0,0.0,,,4968.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,24,necessity,0.0,594.8000000000001,3.044357118838787,0.0,0.841652253963377,23.0,0.0,,,5948.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,25,necessity,0.0,452.40000000000003,2.5518840709550386,0.0,0.7980015699807738,20.0,0.0,,,4524.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
