Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,2,necessity,0.0,855.9000000000001,2.975487953289005,0.0,0.8662554212290456,72.0,0.0,,,8559.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,3,necessity,0.0,767.8000000000001,3.736735312732785,0.0,0.9094542781164167,100.0,0.0,,,7678.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,4,necessity,0.0,820.6,2.8186315746992285,0.0,0.7361172752586316,61.0,0.0,,,8206.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,5,necessity,0.0,721.1,2.4181140268871406,0.0,0.8369665069996949,92.0,0.0,,,7211.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,6,necessity,0.0,646.2,3.1250565714458163,0.0,0.8119448050952522,49.0,0.0,,,6462.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,7,necessity,0.0,704.6,3.4166615363638986,0.0,0.7089781458473832,43.0,0.0,,,7046.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,8,necessity,0.0,748.0,2.381448703784325,0.0,0.7649682655880007,80.0,0.0,,,7480.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,9,necessity,0.0,796.4000000000001,2.7043319213177193,0.0,0.7219532359179393,43.0,0.0,,,7964.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,10,necessity,0.0,563.8000000000001,3.477694473375952,0.0,0.7269886279245262,115.0,0.0,,,5638.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,11,necessity,0.0,795.1,2.283450720213449,0.0,0.8986838991406093,87.0,0.0,,,7951.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,12,necessity,0.0,524.7,2.9712824887182743,0.0,0.8976821564912159,63.0,0.0,,,5247.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,13,necessity,0.0,667.3000000000001,3.3575636689572614,0.0,0.7639768330514061,48.0,0.0,,,6673.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,14,necessity,0.0,563.9,2.8865612667606593,0.0,0.8346084062284905,99.0,0.0,,,5639.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,15,necessity,0.0,871.3000000000001,3.3105241142294233,0.0,0.7786441973284505,117.0,0.0,,,8713.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,16,necessity,0.0,411.90000000000003,3.195151931178639,0.0,0.8039069527845017,54.0,0.0,,,4119.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,17,necessity,0.0,429.0,3.515919404837677,0.0,0.8672083131813867,37.0,0.0,,,4290.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,18,necessity,0.0,345.20000000000005,2.985769190271845,0.0,0.6077444864176371,39.0,0.0,,,3452.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,19,necessity,0.0,685.2,3.5386212810293745,0.0,0.8814656862435749,45.0,0.0,,,6852.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,20,necessity,0.0,305.1,2.4958402460839935,0.0,0.8764214191512076,44.0,0.0,,,3051.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,21,necessity,0.0,338.70000000000005,3.2573951017453133,0.0,0.6493453365694883,50.0,0.0,,,3387.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,22,necessity,0.0,312.3,2.293520668512191,0.0,0.764756675785662,35.0,0.0,,,3123.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,23,necessity,0.0,405.3,2.7607517399676373,0.0,0.8116424655958449,46.0,0.0,,,4053.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
