Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,2,necessity,0.0,631.8000000000001,2.6284522291602626,0.0,0.8700390827148655,103.0,0.0,,,6318.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,3,necessity,0.0,781.7,2.236440529058019,0.0,0.7738008611770393,74.0,0.0,,,7817.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,4,necessity,0.0,437.6,3.1558312769884567,0.0,0.8727188019207822,81.0,0.0,,,4376.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,5,necessity,0.0,702.8000000000001,2.7928048245951547,0.0,0.7819525831623728,89.0,0.0,,,7028.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,6,necessity,0.0,884.0,3.7333038511167653,0.0,0.7269407194620132,99.0,0.0,,,8840.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,7,necessity,0.0,769.7,2.9614841023897056,0.0,0.7205968798889941,67.0,0.0,,,7697.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,8,necessity,0.0,729.8000000000001,3.585647061810677,0.0,0.9631198930067866,91.0,0.0,,,7298.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,9,necessity,0.0,769.7,3.8246357306050043,0.0,0.9566787034551286,120.0,0.0,,,7697.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,10,necessity,0.0,636.0,2.775724155188051,0.0,0.7324702551006195,39.0,0.0,,,6360.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,11,necessity,0.0,829.3000000000001,3.7167222011090844,0.0,0.9810614955428384,32.0,0.0,,,8293.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,12,necessity,0.0,852.5,2.2798056704821468,0.0,0.8462563197921155,96.0,0.0,,,8525.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,13,necessity,0.0,657.2,3.035449844850351,0.0,0.948599431888286,54.0,0.0,,,6572.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,14,necessity,0.0,593.9,3.8544597498546853,0.0,0.9949804247233928,43.0,0.0,,,5939.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,15,necessity,0.0,462.8,2.4370756496585004,0.0,0.8403204035459215,98.0,0.0,,,4628.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,16,necessity,0.0,656.0,3.422159095896241,0.0,0.7908432951773046,72.0,0.0,,,6560.0,0.0,0.0,0.12,0.0,,,,,,,,,,,,0,
1,17,necessity,0.0,547.8000000000001,1.8996745349907016,0.0,0.7013659565153381,27.0,0.0,,,5478.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,18,necessity,0.0,561.7,3.35882879629706,0.0,0.8862347219917569,37.0,0.0,,,5617.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,19,necessity,0.0,397.90000000000003,3.6820927202178697,0.0,0.6851548104459373,28.0,0.0,,,3979.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,20,necessity,0.0,379.20000000000005,3.7232682418394685,0.0,0.6631180695586653,35.0,0.0,,,3792.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,21,necessity,0.0,593.7,3.429217126516719,0.0,0.7931921716143433,27.0,0.0,,,5937.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,22,necessity,0.0,570.0,3.1090367370462624,0.0,0.6774186078669451,46.0,0.0,,,5700.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,23,necessity,0.0,698.8000000000001,2.5648648509283363,0.0,0.8613072308698274,41.0,0.0,,,6988.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,24,necessity,0.0,684.8000000000001,3.180351404301205,0.0,0.8197198142625968,50.0,0.0,,,6848.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,25,necessity,0.0,303.3,2.9797661295552795,0.0,0.6417683521896294,32.0,0.0,,,3033.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,26,necessity,0.0,328.90000000000003,2.9740017244500767,0.0,0.7333116994443637,25.0,0.0,,,3289.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,27,necessity,0.0,430.0,2.3488483407832,0.0,0.8504312836161523,27.0,0.0,,,4300.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,28,necessity,0.0,672.8000000000001,3.4997095339280464,0.0,0.6849091506420486,23.0,0.0,,,6728.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,29,necessity,0.0,505.8,2.9086871786479356,0.0,0.8933509476068446,22.0,0.0,,,5058.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,30,necessity,0.0,504.20000000000005,2.991127980500754,0.0,0.7087360223141324,21.0,0.0,,,5042.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,31,necessity,0.0,345.90000000000003,1.8618813929313984,0.0,0.7844315951888845,45.0,0.0,,,3459.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,32,necessity,0.0,368.1,2.3749758598525665,0.0,0.8965697697739503,23.0,0.0,,,3681.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,33,necessity,0.0,312.8,2.633777730624342,0.0,0.7732058082603838,35.0,0.0,,,3128.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,34,necessity,0.0,434.90000000000003,2.471170389614879,0.0,0.6520310786223202,36.0,0.0,,,4349.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,35,necessity,0.0,393.70000000000005,3.625511409932717,0.0,0.8999559108271314,40.0,0.0,,,3937.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,36,necessity,0.0,548.3000000000001,3.1050254246138405,0.0,0.8183860938489975,50.0,0.0,,,5483.0,0.0,0.0,0.09,0.0,,,,,,,,,,,,0,
1,37,luxury,0.0,57.2,180.62042538402576,0.0,0.8973373009247632,48.0,0.0,,,572.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,0,
1,38,luxury,0.0,37.7,209.60671898641732,0.0,0.564973553710362,55.0,0.0,,,377.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,0,
1,39,luxury,0.0,46.5,99.9792433966107,0.0,0.6533196165173094,29.0,0.0,,,465.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,0,
1,40,luxury,0.0,41.6,121.79267437078593,0.0,0.7736448267976574,66.0,0.0,,,416.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,0,
