Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,UnmetDemand,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,2,necessity,0.0,609.7,9.030090894882647,0.0,0.7654004051117473,35.0,0.0,,,6097.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,3,necessity,0.0,698.8000000000001,6.670625793105459,0.0,0.94084483575761,113.0,0.0,,,6988.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,4,necessity,0.0,560.0,10.178910393185056,0.0,0.7133321974496398,90.0,0.0,,,5600.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,5,necessity,0.0,524.1,5.944792531879957,0.0,0.9742671472762283,109.0,0.0,,,5241.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,6,necessity,0.0,864.3000000000001,6.738857365412366,0.0,0.8173205335958083,100.0,0.0,,,8643.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,7,necessity,0.0,497.90000000000003,10.136586474775994,0.0,0.7002423698930679,43.0,0.0,,,4979.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,8,necessity,0.0,849.4000000000001,8.579682060002405,0.0,0.7311944962080578,94.0,0.0,,,8494.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,9,necessity,0.0,591.0,8.962826493008517,0.0,0.9740639175969648,70.0,0.0,,,5910.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,10,necessity,0.0,821.5,8.721354458570762,0.0,0.8306170508520481,119.0,0.0,,,8215.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,11,necessity,0.0,543.5,5.612163968359236,0.0,0.9827004803989208,48.0,0.0,,,5435.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,12,necessity,0.0,708.9000000000001,7.607998814878629,0.0,0.8376467508843728,70.0,0.0,,,7089.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,13,necessity,0.0,564.5,10.28435082583655,0.0,0.7064726775485346,39.0,0.0,,,5645.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,14,necessity,0.0,731.2,6.739541283513798,0.0,0.7534489153684372,94.0,0.0,,,7312.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,15,necessity,0.0,851.0,6.550455005352191,0.0,0.9925033245423766,44.0,0.0,,,8510.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,16,necessity,0.0,632.6,6.128099762202558,0.0,0.9312224525649483,68.0,0.0,,,6326.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,0,
1,17,necessity,0.0,399.40000000000003,7.409095403457608,0.0,0.7385077129958025,17.0,0.0,,,3994.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,0,
1,18,necessity,0.0,354.8,6.606422604912354,0.0,0.8801390451702993,20.0,0.0,,,3548.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,0,
1,19,necessity,0.0,670.2,11.894452065552397,0.0,0.6872497131640672,29.0,0.0,,,6702.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,0,
1,20,necessity,0.0,482.3,10.17004022933824,0.0,0.6379065145247604,46.0,0.0,,,4823.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,0,
1,21,necessity,0.0,348.90000000000003,8.713937844287853,0.0,0.7779360862750662,47.0,0.0,,,3489.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,0,
