Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,UnmetDemand,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,2,necessity,0.0,1325.9,38.64026198329196,0.0,0.9629233951687917,62.0,0.0,,,13259.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,3,necessity,0.0,1550.9,31.575516159912787,0.0,0.9426021194703367,76.0,0.0,,,15509.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,4,necessity,0.0,1784.6000000000001,25.19922511745994,0.0,0.7624105800733365,55.0,0.0,,,17846.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,5,necessity,0.0,1435.5,29.72781195932557,0.0,0.850848615446868,57.0,0.0,,,14355.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,6,necessity,0.0,1410.1000000000001,27.754028940042552,0.0,0.8948128454194495,36.0,0.0,,,14101.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,7,necessity,0.0,1793.8000000000002,39.34952619412048,0.0,0.8343093504673635,64.0,0.0,,,17938.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,8,necessity,0.0,1652.9,38.49556249304744,0.0,0.9235502300147544,56.0,0.0,,,16529.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,9,necessity,0.0,1429.6000000000001,36.32819380060411,0.0,0.7069384375428327,39.0,0.0,,,14296.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,10,necessity,0.0,1240.2,29.997398572194463,0.0,0.8456488584824264,82.0,0.0,,,12402.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,11,necessity,0.0,1210.2,29.028796955315837,0.0,0.9177697695187357,78.0,0.0,,,12102.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,12,necessity,0.0,1666.0,29.301357675094046,0.0,0.7504995846642484,56.0,0.0,,,16660.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,13,necessity,0.0,1747.8000000000002,23.524920986421463,0.0,0.8243787280523832,47.0,0.0,,,17478.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,14,necessity,0.0,1575.3000000000002,37.38859765663047,0.0,0.8535413448157121,113.0,0.0,,,15753.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,15,necessity,0.0,1321.5,26.136779112255226,0.0,0.9806219512494896,58.0,0.0,,,13215.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,16,necessity,0.0,1447.7,29.405323882538568,0.0,0.9858011176504728,35.0,0.0,,,14477.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,0,
1,17,necessity,0.0,1351.9,39.87989427216747,0.0,0.7975125826367307,15.0,0.0,,,13519.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,18,necessity,0.0,1355.7,25.941144025787032,0.0,0.7577154883151537,36.0,0.0,,,13557.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,19,necessity,0.0,1420.9,34.235794992003875,0.0,0.6331720784518854,17.0,0.0,,,14209.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,20,necessity,0.0,1633.4,24.3811382646511,0.0,0.8213963596397191,41.0,0.0,,,16334.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,21,necessity,0.0,1539.9,38.736315848013675,0.0,0.8757420432150997,31.0,0.0,,,15399.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,22,necessity,0.0,1771.0,43.01300210372687,0.0,0.8353191390162525,29.0,0.0,,,17710.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,23,necessity,0.0,1590.8000000000002,29.335364853672324,0.0,0.7138516215970367,45.0,0.0,,,15908.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,24,necessity,0.0,1969.6000000000001,45.38205503925923,0.0,0.7651770628104979,24.0,0.0,,,19696.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,25,necessity,0.0,1146.9,34.505084757888824,0.0,0.7153301744370624,50.0,0.0,,,11469.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,26,necessity,0.0,1189.9,41.74136262462676,0.0,0.7401523741145026,37.0,0.0,,,11899.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,27,necessity,0.0,1992.1000000000001,29.800465435330782,0.0,0.6467455267131684,38.0,0.0,,,19921.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,28,necessity,0.0,1575.8000000000002,39.93834106106619,0.0,0.6744231856068316,38.0,0.0,,,15758.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,29,necessity,0.0,1996.9,44.31581631413255,0.0,0.8822386501786579,42.0,0.0,,,19969.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,30,necessity,0.0,1378.1000000000001,25.00554159151887,0.0,0.7219831756368769,36.0,0.0,,,13781.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,31,necessity,0.0,1945.1000000000001,22.775296230435995,0.0,0.7269642696489957,32.0,0.0,,,19451.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,32,necessity,0.0,1844.9,22.38068174318865,0.0,0.6883655894416472,48.0,0.0,,,18449.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,33,necessity,0.0,1267.3000000000002,24.787127288270746,0.0,0.7062386929482467,40.0,0.0,,,12673.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,34,necessity,0.0,2041.5,40.792618167986824,0.0,0.8829044036712185,16.0,0.0,,,20415.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,35,necessity,0.0,1730.0,44.17317038507119,0.0,0.7917187793781875,21.0,0.0,,,17300.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,36,necessity,0.0,1283.1000000000001,35.57041855005943,0.0,0.6752998739388132,49.0,0.0,,,12831.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,0,
1,37,luxury,0.0,194.5,1666.9217039805949,0.0,0.8728409574674547,68.0,0.0,,,1945.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,38,luxury,0.0,98.0,1967.3677201250828,0.0,0.525950230332946,22.0,0.0,,,980.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,39,luxury,0.0,164.5,2324.172904501858,0.0,0.6336077524249115,33.0,0.0,,,1645.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,40,luxury,0.0,190.8,2933.552906846895,0.0,0.7829016228608703,65.0,0.0,,,1908.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,41,luxury,0.0,171.3,2626.844069607656,0.0,0.5462357149753505,51.0,0.0,,,1713.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,42,luxury,0.0,137.70000000000002,1847.2743412140467,0.0,0.6982514639529374,66.0,0.0,,,1377.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,43,luxury,0.0,99.80000000000001,2340.187840200955,0.0,0.7938040187792558,22.0,0.0,,,998.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,44,luxury,0.0,207.3,1696.4799448165543,0.0,0.8260664838027678,38.0,0.0,,,2073.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
1,45,luxury,0.0,102.10000000000001,1346.5121262103044,0.0,0.6339547354045251,48.0,0.0,,,1021.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,0,
